countryname,countrycode,ISO,region,income level,entity,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Sao Tome and Principe,STP,678,Sub-Saharan Africa,Upper middle income,country,44.37008793,44.72571225,45.235841,45.87027313,46.56979551,47.26762041,47.93890125,48.56940802,49.11764706,49.55703212,49.87811612,50.07698483,50.16895378,50.19740339,50.21445395,50.25603157,50.33278752,50.43117251,50.53221599,50.61304667,50.65980011,50.67098518,50.65760143,50.62771102,50.59437917,50.56538911,50.54287992,50.52580549,50.51158619,50.49787651,50.48382126,50.46850733,50.45375425,50.43980505,50.42653952,50.4144987,50.40329514,50.39351318,50.38402226,50.3736943,50.36306903,50.35177818,50.34000769,50.32762355,50.31589774,50.30493777,50.29441067,50.2842613,50.2747639,50.26555659,50.25632022,50.24735751,50.23923713,50.23137741,50.22378208,50.21697558
Saudi Arabia,SAU,682,Middle East & North Africa,Upper middle income,country,49.78158779,49.7632665,49.72012644,49.66135397,49.59839946,49.5369903,49.47699929,49.41148102,49.33094588,49.22436233,49.08523996,48.91545521,48.71898085,48.49606255,48.24764881,47.97690849,47.68873083,47.38918656,47.08508256,46.78404297,46.49221818,46.21970807,45.96765295,45.72443097,45.4748503,45.21221913,44.93102413,44.64357985,44.37915073,44.17309996,44.04575193,43.99365799,44.00162014,44.06107276,44.16050214,44.28796622,44.44641649,44.62661171,44.7924074,44.90028909,44.92433319,44.85732579,44.71747568,44.53578785,44.35136922,44.18987417,44.05747696,43.94698691,43.85306169,43.76699297,43.68405968,43.60315416,43.5297957,43.47320231,43.4446747,43.45054015
Senegal,SEN,686,Sub-Saharan Africa,Upper middle income,country,50.32175632,50.2563421,50.19546118,50.13592556,50.07397252,50.00756308,49.93807048,49.86790612,49.79809408,49.72989399,49.66534321,49.60226506,49.54331242,49.49959755,49.48412498,49.50359056,49.56007225,49.64600016,49.74658022,49.84280918,49.92192903,49.98085975,50.02397142,50.05556947,50.0820987,50.10801451,50.13469041,50.16097144,50.1858255,50.20767625,50.22628487,50.24002011,50.25136608,50.26835202,50.30067954,50.35351737,50.42878534,50.52118347,50.61994223,50.71113592,50.78551176,50.84012003,50.87846266,50.90574442,50.92925915,50.95355451,50.97986515,51.00549456,51.02636589,51.03721109,51.03509812,51.01979089,50.99420121,50.96242954,50.92948012,50.89863208
Serbia,SRB,688,Europe & Central Asia,Upper middle income,country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.63866472,50.65245703,50.66577635,50.68044603,50.69909804,50.72360323,50.75461142,50.7915083,50.83322578,50.87766829,50.92265853,50.96798914,51.01313792,51.05490659,51.08942536,51.11416142,51.12716226,51.12954559,51.12582585,51.12252984,51.12437888,51.13314327,51.14743229,51.16497093,51.18202729,51.19580611
Seychelles,SYC,690,Sub-Saharan Africa,Upper middle income,country,51.04241899,50.93627659,50.83968762,50.74918567,50.65168342,50.5452213,50.42736829,50.30361268,50.17305192,50.03912057,49.90451455,49.76911332,49.63358003,49.51506051,49.42686999,49.37824095,49.37272757,49.4048,49.45366312,49.49887189,49.52482954,49.52450296,49.50569115,49.48625664,49.49253559,49.53966868,49.6364857,49.77431795,49.92570367,50.0513186,50.12530619,50.13427325,50.09077655,50.02361323,49.96887129,49.9498064,49.97039059,50.01911461,50.08268845,50.1436315,50.186066,50.21510198,50.23187785,50.21978663,50.15682953,50.03436736,49.84203969,49.59324534,49.33212563,49.11650065,48.98529238,48.95320328,49.00448563,49.11200966,49.23540702,49.34643572
Sierra Leone,SLE,694,Sub-Saharan Africa,Upper middle income,country,51.25046924,51.26359116,51.27378737,51.28208856,51.29005664,51.29822173,51.30795025,51.31778701,51.32237761,51.31497494,51.29162886,51.25080373,51.19598808,51.13440095,51.07530195,51.02490533,50.98496297,50.95324719,50.9268211,50.90145708,50.8742855,50.84554321,50.81647565,50.78697904,50.75715909,50.72748644,50.69765448,50.66849179,50.64264043,50.62282583,50.61037218,50.60575549,50.60786189,50.61433409,50.62164399,50.62714201,50.62932863,50.62898858,50.62819794,50.63009015,50.63632976,50.64705495,50.66004033,50.67206346,50.67976028,50.68137751,50.67697027,50.66759931,50.65416624,50.63789202,50.61986855,50.60028012,50.57925849,50.55771624,50.53667672,50.51684564
Singapore,SGP,702,East Asia & Pacific,Upper middle income,country,47.32071263,47.4988952,47.73551598,47.99579155,48.23633085,48.42865739,48.56631543,48.66014434,48.7209033,48.76470213,48.80286162,48.83630015,48.86186631,48.8818043,48.89828866,48.91311987,48.92946958,48.94844067,48.96720621,48.98146304,48.98936602,48.98680399,48.9780178,48.97820219,49.00616967,49.0720784,49.18230924,49.32684528,49.47992978,49.60761073,49.68833709,49.71521804,49.70163249,49.67070562,49.65193019,49.66374599,49.70967037,49.78113415,49.86865321,49.95857552,50.04123085,50.11385111,50.17937179,50.24067158,50.30226982,50.36666414,50.43495296,50.50423799,50.56852662,50.62029907,50.65522259,50.67222588,50.67475871,50.66853728,50.66100847,50.65732886
Sint Maarten (Dutch part),SXM,534,Latin America & Caribbean,High income: nonOECD,country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,703,Europe & Central Asia,Upper middle income,country,50.60523675,50.57379678,50.55100117,50.53679291,50.53126445,50.53419884,50.54545677,50.56393503,50.58723241,50.61230513,50.63677852,50.65985534,50.68170978,50.7022154,50.72157539,50.74012295,50.7573692,50.77340975,50.78986666,50.80886262,50.83180754,50.85922078,50.89044701,50.92437993,50.9593481,50.99408506,51.0282138,51.06195222,51.09526551,51.12829415,51.1610625,51.19347009,51.22522323,51.25593876,51.28514461,51.31256118,51.33793673,51.36134863,51.38313441,51.40387201,51.42388738,51.44342307,51.4622095,51.47946906,51.49409285,51.50535023,51.51293661,51.51730577,51.5193516,51.5204229,51.52150143,51.52296726,51.52468029,51.52651049,51.5281878,51.52948865
Slovenia,SVN,705,Europe & Central Asia,Upper middle income,country,52.09550797,52.10847864,52.13294346,52.15418377,52.15234391,52.11478342,52.03567021,51.92325593,51.7963847,51.68138649,51.59713533,51.54755547,51.52653809,51.53054959,51.55272378,51.58662846,51.63511344,51.69620934,51.75359995,51.7865948,51.78237307,51.73442047,51.65100848,51.55210165,51.46461748,51.40673968,51.38234949,51.38422706,51.40535508,51.43469721,51.46372825,51.49353709,51.52515414,51.54976827,51.55603661,51.53666582,51.48418183,51.40253622,51.30964919,51.2307854,51.18261013,51.17560996,51.2011691,51.23396623,51.23781721,51.188617,51.07600548,50.91397466,50.73192688,50.5701477,50.45588751,50.39778575,50.38511674,50.4018512,50.42346138,50.43215902
Solomon Islands,SLB,90,East Asia & Pacific,Upper middle income,country,46.34891278,46.50873537,46.69619727,46.88855606,47.05581119,47.18042778,47.25690825,47.29831996,47.32668116,47.37144554,47.44903052,47.56217888,47.69900173,47.84169854,47.96981829,48.07156482,48.1454531,48.19853613,48.23754487,48.27123663,48.30539343,48.34037771,48.37445538,48.40810363,48.44187135,48.4754938,48.50993021,48.5446268,48.57710485,48.60415884,48.62353254,48.6366924,48.64478278,48.64797196,48.64566929,48.63905622,48.62683319,48.61145846,48.60162514,48.60696852,48.63339607,48.6814549,48.74624333,48.82178191,48.8997272,48.97401695,49.04455021,49.11121272,49.16986154,49.2154703,49.24540601,49.25825075,49.25650355,49.24583322,49.23335856,49.22419982
Somalia,SOM,706,Sub-Saharan Africa,Upper middle income,country,50.51905035,50.5280346,50.53614957,50.54337909,50.54961856,50.554803,50.55895789,50.56213582,50.56450841,50.56634137,50.5677392,50.56884581,50.56956504,50.56961141,50.56862644,50.56652293,50.56361623,50.56036317,50.5570094,50.55352867,50.54970625,50.54532106,50.54018647,50.53410092,50.52714987,50.51961588,50.51157187,50.50319218,50.49509186,50.48785641,50.4816728,50.4767205,50.47266317,50.46849349,50.46289078,50.45505827,50.44495446,50.43324515,50.42073476,50.40825885,50.39621329,50.3846031,50.37323039,50.36201796,50.35084003,50.33966234,50.32846438,50.31730219,50.30629321,50.29556494,50.2851995,50.27525144,50.2656566,50.25626312,50.2468869,50.23745947
South Africa,ZAF,710,Sub-Saharan Africa,Upper middle income,country,50.00633753,50.05531359,50.12447922,50.19906763,50.2607187,50.29800473,50.30869515,50.29870055,50.27530615,50.24844518,50.22513496,50.20590037,50.18932244,50.17748132,50.17232181,50.17472373,50.18629711,50.20592375,50.22871641,50.24842371,50.26138916,50.26608111,50.26533747,50.26501029,50.27257299,50.29258546,50.32542827,50.36826514,50.41813468,50.47085467,50.52299197,50.57451022,50.62502219,50.67086974,50.70810443,50.73476814,50.74958394,50.75462636,50.75530647,50.75871286,50.76947704,50.78854128,50.81362527,50.84202997,50.86993244,50.8944511,50.91548561,50.93326542,50.94582869,50.95094265,50.94727606,50.93414909,50.91249787,50.88464152,50.8537337,50.82206581
South Sudan,SSD,728,Sub-Saharan Africa,Upper middle income,country,49.77201693,49.82136168,49.86775201,49.91113413,49.95128679,49.9881885,50.02201392,50.05308482,50.08152201,50.10747517,50.13104943,50.15241538,50.17173584,50.18920471,50.20500484,50.21933068,50.23220914,50.2437136,50.25407047,50.2634742,50.2720064,50.27970756,50.28648062,50.29215256,50.29651747,50.2994817,50.30105378,50.30130811,50.3003224,50.29817346,50.29483582,50.29015627,50.28386403,50.27572893,50.26579238,50.25443027,50.24220917,50.22961275,50.2168501,50.20369104,50.18975798,50.17492566,50.15923023,50.14259913,50.12514632,50.10708764,50.08872605,50.0702116,50.05154965,50.03272308,50.01378714,49.99480501,49.97603506,49.95786555,49.94062723,49.92442348
Spain,ESP,724,Europe & Central Asia,Upper middle income,country,51.43802859,51.40507566,51.37666163,51.35204532,51.33008684,51.30975267,51.29120136,51.27412692,51.25658032,51.23617841,51.21147037,51.1819808,51.14872543,51.11363506,51.07932434,51.04773611,51.01933228,50.99395563,50.97208954,50.95411874,50.94029638,50.93048963,50.92468036,50.92327979,50.926785,50.93529177,50.94877641,50.96634191,50.98608664,51.00550737,51.02256057,51.03643967,51.04679108,51.05261148,51.05294571,51.0470745,51.03509549,51.01697733,50.99194622,50.95924165,50.9190131,50.87270065,50.8225015,50.77049666,50.71888252,50.6698714,50.62135359,50.5750844,50.54068558,50.53016414,50.5504695,50.60666434,50.6934053,50.79422496,50.88508758,50.94803207
Sri Lanka,LKA,144,South Asia,Low income,country,47.49571855,47.6391269,47.773724,47.89884163,48.01326668,48.11647389,48.20840048,48.29045779,48.36533805,48.43642365,48.50600517,48.57546849,48.64423857,48.71027928,48.77065394,48.82357431,48.86900663,48.90856628,48.94417517,48.97835597,49.01308557,49.04855836,49.08489278,49.12369728,49.16674973,49.21500675,49.26930376,49.32880021,49.39077488,49.45167906,49.50925857,49.56338841,49.61540809,49.66656575,49.71868149,49.77342441,49.8307783,49.89137908,49.95817168,50.0346235,50.12278435,50.2228406,50.33319228,50.45168786,50.57555426,50.70251023,50.83165679,50.96211149,51.09172622,51.2180838,51.33915065,51.45473645,51.56419136,51.66463397,51.75258091,51.82592719
St. Kitts and Nevis,KNA,659,Latin America & Caribbean,High income: nonOECD,country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,662,Latin America & Caribbean,High income: nonOECD,country,51.94380485,52.10365954,52.13387486,52.07768986,52.00236255,51.9516526,51.93354925,51.93215843,51.93662842,51.93144325,51.90664542,51.86309767,51.80634616,51.7369092,51.65662373,51.56691264,51.46793033,51.36227465,51.25926443,51.16775015,51.09506374,51.04395742,51.01114321,50.99154296,50.97615451,50.96032148,50.9415332,50.9219122,50.90540095,50.89589126,50.89665653,50.90789746,50.92719151,50.95130648,50.97410197,50.99292709,51.0056256,51.0132853,51.01786158,51.02306656,51.03058955,51.04254649,51.05668527,51.06851212,51.06997345,51.05769405,51.02948895,50.98856276,50.94396424,50.90698418,50.88473875,50.87908165,50.88727956,50.90425386,50.92379319,50.9408159
St. Martin (French part),MAF,663,Latin America & Caribbean,High income: nonOECD,country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,670,Latin America & Caribbean,High income: nonOECD,country,53.11805109,53.14691274,53.17765546,53.20018535,53.20184306,53.17312613,53.11075294,53.01814535,52.90864978,52.79943698,52.70128348,52.61920385,52.54853188,52.47872022,52.39711543,52.29359717,52.16527489,52.01794181,51.86142709,51.70952615,51.57105048,51.45001874,51.34341794,51.24144293,51.13261745,51.00835591,50.86646958,50.71110188,50.55428834,50.40856921,50.28509241,50.1859736,50.10879529,50.04579221,49.98843973,49.92970903,49.86861341,49.80787215,49.74750517,49.69271128,49.64456843,49.60320033,49.56819233,49.53947247,49.51779151,49.50206439,49.49315018,49.49059597,49.49296936,49.49796348,49.50327491,49.50933319,49.51524686,49.52299066,49.53182151,49.54230692
Sudan,SDN,729,Sub-Saharan Africa,Upper middle income,country,49.82812241,49.83185555,49.83491813,49.83723091,49.83868713,49.83923816,49.83895684,49.8379867,49.83643801,49.83442579,49.83205896,49.82940333,49.8265226,49.82352223,49.82050231,49.81755722,49.81472545,49.81202506,49.80945946,49.80702391,49.80470678,49.80253385,49.80051279,49.79862155,49.79681694,49.79507965,49.79345419,49.79197762,49.79065459,49.78949301,49.78854308,49.78776544,49.78723763,49.7872048,49.78793588,49.78956722,49.7920612,49.79527039,49.7990612,49.80323137,49.80757605,49.81198843,49.81634075,49.82038878,49.82387371,49.82660677,49.82865706,49.83001347,49.83037492,49.82938921,49.82691763,49.82289355,49.81764628,49.81189064,49.80653756,49.8022164
Suriname,SUR,740,Latin America & Caribbean,High income: nonOECD,country,49.99655139,50.06271169,50.11197075,50.14593203,50.16734005,50.17887335,50.17983977,50.16920643,50.14997151,50.12471207,50.09481022,50.06051758,50.02100625,49.97502321,49.92194005,49.86171278,49.79577605,49.72566355,49.65210824,49.57516078,49.49542005,49.41220834,49.32787169,49.24981245,49.18704827,49.14649675,49.13057434,49.13626939,49.15669476,49.1831466,49.20935838,49.23474048,49.26057435,49.28510261,49.30637948,49.32395756,49.33484403,49.34040198,49.34919038,49.37147446,49.41414578,49.48080378,49.56680534,49.66050845,49.74453927,49.8066053,49.84202132,49.85517603,49.8538459,49.84878698,49.84801434,49.85318251,49.86197697,49.87346518,49.88611198,49.89861412
Swaziland,SWZ,748,Sub-Saharan Africa,Upper middle income,country,51.59277617,51.69108474,51.82394133,51.97397798,52.11788538,52.23983108,52.33705877,52.41373779,52.47071751,52.5098626,52.53384592,52.54307122,52.53918283,52.5268362,52.51198175,52.49874299,52.4869483,52.4774828,52.4755092,52.48720818,52.51527662,52.55716111,52.60826518,52.66607542,52.7268531,52.78557376,52.84598321,52.90278949,52.93417358,52.91627238,52.83762669,52.69282095,52.49513463,52.27428786,52.07000889,51.90963933,51.80181736,51.73517025,51.69243721,51.64933297,51.58938249,51.50856234,51.41310023,51.31003383,51.21088808,51.12452722,51.05365389,50.99497468,50.94413868,50.89443891,50.84130384,50.78369725,50.72355634,50.66250027,50.60317765,50.5472544
Sweden,SWE,752,Europe & Central Asia,Upper middle income,country,50.1143109,50.1046953,50.0924607,50.07883088,50.06558324,50.05426184,50.04456575,50.03689661,50.03419546,50.04015065,50.05701916,50.08600695,50.12564089,50.17217269,50.2202496,50.26586496,50.30728966,50.34519265,50.38074952,50.41616274,50.45279611,50.49128526,50.53024786,50.56663331,50.59621517,50.61613155,50.62498635,50.62422314,50.61720862,50.60874163,50.60227662,50.59863391,50.59682843,50.59622318,50.59558324,50.59391257,50.59124779,50.58761008,50.58194124,50.5728996,50.55949516,50.54162741,50.51946841,50.4928141,50.46153082,50.42576751,50.38566669,50.34202905,50.29650458,50.25112238,50.20742788,50.16586785,50.12659459,50.09034993,50.05788269,50.02961319
Switzerland,CHE,756,Europe & Central Asia,Upper middle income,country,51.56155827,51.51576618,51.46431038,51.4102482,51.3571686,51.30755659,51.26112257,51.21803047,51.18150215,51.15554779,51.14272038,51.14376706,51.15694903,51.17920268,51.20625903,51.23475145,51.26447525,51.29519322,51.32339479,51.3446595,51.35579497,51.35503837,51.34344019,51.32410644,51.30163529,51.27946243,51.2582541,51.23759026,51.21848855,51.20190056,51.1885069,51.17871749,51.17239242,51.16870093,51.16648898,51.16472155,51.1628154,51.16045074,51.15717217,51.15256628,51.14606896,51.13791315,51.12732141,51.11165433,51.08757315,51.05309931,51.00795862,50.95387771,50.89337115,50.82979679,50.76588646,50.70202893,50.63878071,50.57900144,50.52593455,50.48160167
Syria,SYR,760,Middle East & North Africa,Upper middle income,country,48.61581566,48.66088109,48.70403404,48.74520174,48.78414127,48.82071929,48.85536367,48.88826624,48.91884423,48.94635632,48.97057473,48.99085761,49.00799779,49.02466209,49.04403021,49.06771549,49.0964269,49.12828005,49.15936755,49.18486151,49.20191207,49.21013881,49.21148004,49.20835436,49.20384332,49.19998556,49.19721201,49.19506079,49.19348039,49.19223831,49.19122046,49.18885612,49.1851966,49.18317902,49.18642639,49.19626496,49.21788229,49.24799838,49.27103873,49.26780083,49.22857029,49.14510327,49.02876719,48.91265133,48.84060373,48.83925531,48.9186948,49.05709719,49.21461386,49.34664588,49.42911408,49.45579439,49.43905917,49.39854087,49.36826411,49.37682453
Tajikistan,TJK,762,Europe & Central Asia,Upper middle income,country,51.22631157,51.15307186,51.08738662,51.02939071,50.97818203,50.93266197,50.89287413,50.85848513,50.82773183,50.7985642,50.76976667,50.74038904,50.71080362,50.68259513,50.65774382,50.6370833,50.62172285,50.61008474,50.5973637,50.57767853,50.54795716,50.50571896,50.45418012,50.40230457,50.36131399,50.33734976,50.33352782,50.3440633,50.35604144,50.35366616,50.32777162,50.27516108,50.20201126,50.11989929,50.04453223,49.98641156,49.94877371,49.92703115,49.91445881,49.90141326,49.88149337,49.85200495,49.81606233,49.7798135,49.75146356,49.73549203,49.73606985,49.74876113,49.75992794,49.75216319,49.71585513,49.64657254,49.55376602,49.45803039,49.38551129,49.35257677
Tanzania,TZA,834,Sub-Saharan Africa,Upper middle income,country,51.01480075,50.99517226,50.97595557,50.95699736,50.93810995,50.91915435,50.90011651,50.88102247,50.86188115,50.84272926,50.82360051,50.80453122,50.78553773,50.76665136,50.7478797,50.72922132,50.71070399,50.69232818,50.6740089,50.65566819,50.63728222,50.61875689,50.60019823,50.58199919,50.56462864,50.54830612,50.53290189,50.51808756,50.50360755,50.48919276,50.47458564,50.4608917,50.44803009,50.43355037,50.41443268,50.38936635,50.35678638,50.31911016,50.28338582,50.25851146,50.24974707,50.25854563,50.28083852,50.30961942,50.33594274,50.35397639,50.36252218,50.36377339,50.35976408,50.35343517,50.34673738,50.33990622,50.33222149,50.32342625,50.31309783,50.30106178
Thailand,THA,764,East Asia & Pacific,Upper middle income,country,49.92560183,49.92323965,49.92134909,49.91933639,49.91634428,49.91193421,49.90621425,49.89977056,49.89324377,49.88739855,49.88278406,49.88007483,49.87932645,49.87984679,49.88069547,49.88158012,49.88224081,49.8838403,49.8890859,49.90131928,49.92265221,49.95161253,49.98684376,50.03005195,50.08326511,50.14647358,50.22295153,50.30874404,50.38900173,50.44525633,50.46672821,50.44732661,50.39501521,50.33013167,50.28061263,50.26536676,50.2908977,50.34842302,50.42296144,50.49337095,50.54515057,50.5752456,50.58912398,50.59151534,50.58984759,50.58953094,50.59097248,50.59271715,50.59607991,50.60237019,50.61245105,50.62709484,50.64610083,50.66807635,50.69102065,50.7135007
Timor-Leste,TLS,626,East Asia & Pacific,Upper middle income,country,49.25659376,49.2509507,49.24533188,49.23975587,49.23453515,49.22975678,49.22566451,49.22214584,49.21948552,49.2177521,49.21715441,49.21731004,49.21836189,49.22110927,49.22663893,49.23583129,49.24995004,49.26914343,49.29118663,49.31145061,49.32546141,49.33012491,49.32711719,49.32118448,49.31864231,49.32315401,49.33469608,49.3512486,49.37131943,49.39266702,49.41295352,49.43298592,49.45197428,49.46561183,49.46947619,49.4609657,49.43792641,49.40195604,49.35925198,49.32068109,49.29466409,49.28555589,49.28987067,49.30005563,49.30679781,49.30444458,49.29179116,49.27171513,49.24819214,49.22736692,49.21371422,49.208242,49.20903822,49.213904,49.21968964,49.22427654
Togo,TGO,768,Sub-Saharan Africa,Upper middle income,country,50.72580865,50.71979959,50.71356025,50.70693477,50.69960868,50.69154739,50.68304971,50.67458211,50.66659609,50.65936609,50.65300699,50.64737853,50.64231449,50.63757275,50.63291838,50.62822399,50.62388997,50.62003537,50.61592071,50.6108001,50.60440938,50.5981179,50.59314313,50.58925223,50.58606431,50.58406176,50.58000005,50.57588873,50.58224791,50.61193293,50.67117479,50.76274976,50.87803399,50.9985059,51.10069178,51.1693197,51.20086976,51.2021285,51.18140661,51.15032337,51.11701457,51.08282232,51.04607384,51.0077706,50.96841662,50.92853113,50.88886854,50.850127,50.81265508,50.77662952,50.74214686,50.70947655,50.67862946,50.6490738,50.62011931,50.59132779
Tonga,TON,776,East Asia & Pacific,Upper middle income,country,49.23538961,49.19203012,49.14346087,49.09130435,49.03911813,48.98941678,48.94187818,48.89813784,48.85814343,48.82418948,48.798151,48.77923293,48.76721213,48.76472955,48.77352783,48.79622398,48.83035694,48.87481173,48.92950963,48.99403027,49.06942488,49.15678637,49.25440048,49.34790722,49.42134317,49.46196503,49.4630737,49.43060838,49.37896071,49.3285445,49.29481251,49.2843952,49.29418053,49.31017879,49.31645728,49.30179687,49.25759561,49.19399954,49.13397361,49.10983798,49.14298556,49.24213178,49.39548508,49.57331888,49.73559755,49.85623352,49.92562089,49.9535084,49.95136944,49.93618009,49.92159466,49.90995479,49.89643883,49.88348757,49.86930085,49.85494961
Trinidad and Tobago,TTO,780,Latin America & Caribbean,High income: nonOECD,country,49.81926525,49.86467997,49.92233122,49.98773207,50.05446864,50.11809267,50.17762762,50.233606,50.28396098,50.32670609,50.36014951,50.38343141,50.39680328,50.40138653,50.39897618,50.39125565,50.3781486,50.36032458,50.34061942,50.32281175,50.30922098,50.30138895,50.2984089,50.29696849,50.29276604,50.28297899,50.26666881,50.24568226,50.22325689,50.20405809,50.19125889,50.18611178,50.18739606,50.193425,50.20130911,50.20920302,50.21619323,50.22325306,50.23230874,50.2461691,50.26656572,50.29444751,50.32836662,50.36462698,50.39855564,50.42673754,50.44803287,50.46392619,50.47705136,50.49136517,50.50963975,50.53259314,50.55937817,50.5897318,50.62300524,50.65870738
Tunisia,TUN,788,Middle East & North Africa,Upper middle income,country,50.14239993,50.07403322,49.98784606,49.89898658,49.82693033,49.78380055,49.77417232,49.79087658,49.82008052,49.84348969,49.84944845,49.83517287,49.80646984,49.77104182,49.7394137,49.71853053,49.70878411,49.70711779,49.7124154,49.72279746,49.73644701,49.75366786,49.77352101,49.79181547,49.80369512,49.80632698,49.79983355,49.78613528,49.76681581,49.74406703,49.72001617,49.69474401,49.66954256,49.64884014,49.63785325,49.63997037,49.65559771,49.68345032,49.72282948,49.77245827,49.83089313,49.8985608,49.97429596,50.05304101,50.12822139,50.19509572,50.25118078,50.2974788,50.33696381,50.37425584,50.41242786,50.45238022,50.49237923,50.52978882,50.56099853,50.58374448
Turkey,TUR,792,Europe & Central Asia,Upper middle income,country,50.17205574,50.20350671,50.23252693,50.2597303,50.28586997,50.31124187,50.33681223,50.36198391,50.3838667,50.39881568,50.40493321,50.40168553,50.39147527,50.37885379,50.36951272,50.36722767,50.3723701,50.38365356,50.4007987,50.42309498,50.44963318,50.48078374,50.51567309,50.55086926,50.58226638,50.60737122,50.6252036,50.63712309,50.6458721,50.65514599,50.66735834,50.6831112,50.70127047,50.72036385,50.7383034,50.75367996,50.76627182,50.77669502,50.78543156,50.79321552,50.80059336,50.80739677,50.81351519,50.81955875,50.82627904,50.8340574,50.84346387,50.85401827,50.86382409,50.87035802,50.87207215,50.86832295,50.86029725,50.85045467,50.84196608,50.83689831
Turkmenistan,TKM,795,Europe & Central Asia,Upper middle income,country,50.94116665,50.92047222,50.89889396,50.87744092,50.85710913,50.83851852,50.82216551,50.80805797,50.79571278,50.78455427,50.77434351,50.76438941,50.75528349,50.74940074,50.74963466,50.75738035,50.77268179,50.79347323,50.81645064,50.83757377,50.85389724,50.86549066,50.8727065,50.87368862,50.86644652,50.85020927,50.82465297,50.79168586,50.7554566,50.7212038,50.69247546,50.67016581,50.65339197,50.64145873,50.63310766,50.62738628,50.62431901,50.62409032,50.62611298,50.62973277,50.63449992,50.64014771,50.64675843,50.65472815,50.66456939,50.67657096,50.69081226,50.70693369,50.72443727,50.7425848,50.76093887,50.77929423,50.79779568,50.81666567,50.83628091,50.85688998
Turks and Caicos Islands,TCA,796,Latin America & Caribbean,High income: nonOECD,country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,TUV,798,East Asia & Pacific,Upper middle income,country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,ARE,784,Middle East & North Africa,Upper middle income,country,49.96760679,48.30717433,46.23039914,44.21559545,42.59875561,41.42151971,40.65819453,40.09232686,39.38708772,38.24877171,36.69945717,35.04324757,33.54069658,32.27914728,31.29475072,30.58624227,30.04207051,29.65142097,29.51266265,29.70841246,30.24019733,31.10140992,32.19028086,33.31713488,34.24162565,34.81372271,35.01567232,34.94563167,34.71365087,34.44729537,34.22094247,34.02307141,33.82453019,33.64013567,33.48256988,33.34978589,33.2257309,33.08320682,32.89336704,32.62561248,32.25671185,31.86093885,31.43282676,30.83958345,29.97933825,28.91711156,27.76082402,26.6964776,25.8800616,25.38107253,25.18122138,25.23904024,25.49350788,25.8839568,26.32374433,26.74147531
Uganda,UGA,800,Sub-Saharan Africa,Upper middle income,country,50.29173371,50.29805346,50.30324627,50.30709547,50.30933308,50.30983073,50.30872159,50.30630611,50.30288973,50.29882329,50.29436724,50.28968562,50.2848677,50.27997311,50.2750667,50.27026238,50.2657505,50.26174857,50.25844159,50.25598068,50.25454755,50.25392189,50.25422827,50.25624977,50.26089417,50.26854802,50.27889999,50.2911041,50.30428072,50.31742757,50.32971861,50.34104791,50.35104545,50.35848482,50.36199807,50.36078783,50.35475186,50.34439683,50.33036048,50.31351681,50.29460002,50.274159,50.25245118,50.22959627,50.20561877,50.18074229,50.15511747,50.1294447,50.10503015,50.08335796,50.06533901,50.05107655,50.04014901,50.0321805,50.02664296,50.02309236
Ukraine,UKR,804,Europe & Central Asia,Upper middle income,country,55.38915409,55.27376574,55.178864,55.09754945,55.02017945,54.94006786,54.85480223,54.7666506,54.67933628,54.59859299,54.52831983,54.46929866,54.41932889,54.3757549,54.33476999,54.29351423,54.25103885,54.207699,54.16352477,54.11894034,54.07415037,54.02976212,53.98528269,53.93867254,53.88724358,53.82953693,53.76466812,53.6945131,53.62375437,53.55872142,53.50403774,53.46116254,53.42919331,53.40741826,53.39423426,53.38834248,53.38978949,53.39884743,53.41454743,53.43557556,53.46075615,53.48896611,53.5196361,53.55268378,53.58831042,53.62618261,53.66676632,53.70846663,53.74644818,53.77439377,53.78801821,53.78497237,53.76717216,53.73995042,53.71114852,53.6866303
