countryname,countrycode,ISO,region,income level,entity,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Saudi Arabia,SAU,682,Middle East & North Africa,High income: nonOECD,country,49.655056,49.61214828,49.55519485,49.49481964,49.43620682,49.37909317,49.3165741,49.23905563,49.13540649,48.99907303,48.83182144,48.63756943,48.41658783,48.16987991,47.90065002,47.61404419,47.31613922,47.01344299,46.71324921,46.42173004,46.14811707,45.89398575,45.64993286,45.40314865,45.14760971,44.88453674,44.62441254,44.38167572,44.17435837,44.01613235,43.8885498,43.7905159,43.76511002,43.86480713,44.11337662,44.53868866,45.10187531,45.67683029,46.08821487,46.21992111,46.03525162,45.61416245,45.08984375,44.61226273,44.26190186,44.04919815,43.92808533,43.84511948,43.72837067,43.53152847,43.25033569,42.91031964,42.53319676
Senegal,SEN,686,Sub-Saharan Africa,Lower middle income,country,50.25629807,50.19539261,50.1358757,50.07391357,50.00750732,49.93800735,49.86784744,49.79803085,49.72985077,49.66529465,49.60221863,49.54327774,49.49957657,49.48411942,49.50358582,49.56007004,49.64598465,49.74656296,49.84279251,49.92190552,49.98084259,50.02397156,50.05556107,50.08210754,50.1080246,50.13470078,50.16098404,50.18583679,50.20767975,50.22628021,50.23999786,50.25131989,50.26829529,50.30059814,50.35341644,50.42867661,50.52106857,50.61981964,50.71100998,50.78535843,50.83985519,50.87800217,50.90513229,50.92870331,50.95331192,50.9803009,51.00683212,51.02838898,51.03916931,51.03595352,51.01839447,50.98964223,50.95430785
Serbia,SRB,688,Europe & Central Asia,Upper middle income,country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.60703659,50.62731171,50.64975739,50.67373657,50.69869614,50.72449112,50.7507515,50.77770615,50.80657578,50.8388443,50.87520218,50.91651917,50.96165848,51.0067215,51.0463295,51.07660294,51.09566116,51.10471725,51.1068306,51.10682297,51.10835648,51.11246109,51.11830314,51.12553422
Seychelles,SYC,690,Sub-Saharan Africa,Upper middle income,country,50.95447922,50.85734177,50.76395416,50.66572952,50.55740356,50.43872452,50.31311035,50.18278122,50.04614258,49.90990067,49.77100754,49.63294983,49.51106644,49.42051697,49.36883926,49.36218643,49.39336014,49.44305801,49.48759842,49.51354218,49.5130043,49.49232864,49.47173691,49.47784042,49.528862,49.63237381,49.77980042,49.94125748,50.07603836,50.15545273,50.16570282,50.11959839,50.04734421,49.98720169,49.96354294,49.98101807,50.02785873,50.09051132,50.15116882,50.19429779,50.22505188,50.24512482,50.23510361,50.17434311,50.04937363,49.85149002,49.59499359,49.32482147,49.10076523,48.96390533,48.92863846,48.97930452,49.08658093
Sierra Leone,SLE,694,Sub-Saharan Africa,Low income,country,51.24949646,51.26010513,51.26922989,51.2783165,51.28788757,51.299263,51.31086731,51.31721497,51.31141663,51.28940201,51.24980545,51.19621658,51.13581085,51.07780457,51.02825928,50.98885345,50.95734787,50.93085098,50.90527344,50.87787628,50.84887695,50.81954193,50.78976822,50.75967026,50.72975922,50.69966125,50.67021179,50.64398575,50.62371445,50.61068344,50.60503006,50.60557175,50.61063385,50.61763382,50.62441635,50.63017273,50.63476181,50.63733673,50.63706207,50.63343048,50.62664413,50.61687469,50.60385895,50.58708191,50.56629181,50.54113007,50.51217651,50.48109055,50.45018768,50.42124557,50.39480972,50.37043839,50.34780432
Singapore,SGP,702,East Asia & Pacific,High income: nonOECD,country,47.49889755,47.73551941,47.99579239,48.23633194,48.42865753,48.56631851,48.66014481,48.7209053,48.76470184,48.80286407,48.8362999,48.861866,48.88180542,48.89828873,48.91312027,48.92947006,48.94844055,48.96720886,48.98148727,48.98938751,48.98682404,48.97803879,48.97822189,49.00621033,49.07211685,49.18234634,49.32688141,49.47996521,49.60764694,49.68836975,49.71525192,49.70166397,49.67073822,49.65197372,49.66378784,49.70971298,49.78117371,49.86867905,49.95860291,50.04125595,50.11373901,50.17896652,50.24001312,50.30171967,50.36668777,50.43614197,50.50687027,50.57207489,50.62318802,50.65524292,50.66699219,50.6623091,50.64756473
Sint Maarten (Dutch part),SXM,534,Latin America & Caribbean,High income: nonOECD,country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,703,Europe & Central Asia,High income: OECD,country,50.57379532,50.5510025,50.53679276,50.53126526,50.53419876,50.54545593,50.56393433,50.58723068,50.61230469,50.63677979,50.65985489,50.68170929,50.7022171,50.72157669,50.74012375,50.75737,50.7734108,50.7898674,50.80886078,50.83180618,50.85922241,50.89044571,50.92438126,50.95934677,50.9940834,51.02822113,51.06193924,51.09524918,51.12828827,51.16106415,51.19342422,51.22503662,51.25563049,51.28488922,51.31256104,51.33830643,51.36198425,51.38381577,51.40411377,51.42297363,51.44099045,51.4577179,51.47096634,51.47784042,51.47652054,51.4659462,51.44757843,51.42516708,51.40389633,51.38749313,51.37733459,51.37243546,51.37121912
Slovenia,SVN,705,Europe & Central Asia,High income: OECD,country,52.19824982,52.20016861,52.19418716,52.16761017,52.1129303,52.02574158,51.91241455,51.789608,51.68019867,51.60059738,51.55491638,51.53768921,51.54350662,51.56347275,51.59009171,51.62509918,51.66789246,51.70613098,51.72451782,51.71372223,51.66817474,51.59452057,51.51053238,51.43965912,51.39736557,51.3872261,51.40235138,51.43461609,51.47191238,51.50485992,51.53392029,51.56032944,51.57643127,51.57273483,51.54339218,51.4815979,51.39109802,51.28921509,51.20029449,51.14048767,51.11969757,51.12999725,51.14840698,51.14194489,51.08878326,50.97992325,50.82785797,50.65782166,50.50444031,50.39148331,50.32619476,50.2997267,50.2995902
Solomon Islands,SLB,90,East Asia & Pacific,Lower middle income,country,46.50873566,46.69619751,46.88855743,47.05581284,47.18042755,47.25690842,47.29832077,47.32668304,47.3714447,47.44903183,47.56217957,47.69900131,47.84169769,47.96981812,48.07156372,48.14545441,48.19853592,48.23754501,48.27123642,48.30539322,48.34037781,48.3744545,48.40810394,48.44187164,48.47549438,48.50992966,48.54462814,48.57710648,48.60416031,48.62353134,48.63669205,48.64478302,48.64797211,48.64566803,48.63905716,48.62670135,48.61146545,48.60163879,48.60698318,48.63339615,48.68143463,48.74632263,48.82184982,48.89969254,48.9740181,49.04450226,49.1112442,49.16978073,49.21528625,49.24503326,49.2577095,49.25581971,49.2449633
Somalia,SOM,706,Sub-Saharan Africa,Low income,country,50.52803421,50.53614807,50.54338074,50.54961777,50.55480194,50.55895615,50.5621376,50.56450653,50.5663414,50.56773758,50.56884766,50.56956482,50.5696106,50.5686264,50.56652451,50.56361771,50.56036377,50.55701065,50.55352783,50.54970551,50.54532242,50.54018784,50.53409958,50.5271492,50.51961517,50.51156998,50.5031929,50.49509048,50.48785782,50.48167419,50.4767189,50.47266388,50.46849442,50.46289063,50.45505905,50.44495392,50.43323517,50.42072678,50.4082489,50.39621353,50.38460541,50.3732338,50.36200714,50.35083008,50.33966064,50.32851791,50.31744003,50.30646133,50.29568863,50.28517914,50.27501678,50.26521476,50.25572186
South Africa,ZAF,710,Sub-Saharan Africa,Upper middle income,country,50.05531311,50.12447739,50.19906616,50.2607193,50.29800415,50.30869675,50.29870224,50.2753067,50.2484436,50.2251358,50.2059021,50.18932343,50.1774826,50.17232132,50.17472458,50.18629837,50.20592499,50.2287178,50.24842453,50.26139069,50.26608276,50.2653389,50.26501083,50.27257156,50.29258728,50.32623291,50.37080002,50.42204285,50.47412491,50.52299118,50.56756592,50.60921097,50.64945221,50.69070816,50.73476791,50.78169632,50.83093262,50.88273239,50.9371376,50.99383163,51.05192947,51.11063385,51.16954803,51.22830963,51.28615189,51.34361267,51.39918518,51.4479332,51.48377991,51.50297165,51.50397873,51.48905469,51.46299094
South Sudan,SSD,728,Sub-Saharan Africa,Lower middle income,country,49.8213768,49.86775208,49.91111755,49.95128632,49.9881897,50.02202988,50.05310059,50.08153915,50.10747528,50.13105011,50.15238571,50.17164993,50.18904877,50.20482254,50.21915817,50.23207474,50.24367523,50.25410843,50.26358795,50.27215195,50.27984238,50.28657913,50.29217911,50.29648209,50.29940414,50.30095291,50.30122757,50.30024719,50.2980957,50.29473114,50.28996658,50.28355026,50.27534103,50.26549911,50.25444031,50.2428093,50.23099899,50.2190361,50.2065239,50.1930275,50.17844772,50.16291046,50.14636993,50.12894821,50.11092377,50.09257126,50.07410049,50.05573273,50.03765869,50.02007294,50.00299454,49.98658827,49.97118051
Spain,ESP,724,Europe & Central Asia,High income: OECD,country,51.4120636,51.38451767,51.36073685,51.3394928,51.31970215,51.3014946,51.28459549,51.26713943,51.24685287,51.22234726,51.1931839,51.16033936,51.12566757,51.09168243,51.06025696,51.03183365,51.00629807,50.9842186,50.96609116,50.95224762,50.9425621,50.93699265,50.93592834,50.93982315,50.94874954,50.96302795,50.98182297,51.00262451,51.02210236,51.03781509,51.04800797,51.05299377,51.05480576,51.0565834,51.06015778,51.0671463,51.07566833,51.07997894,51.07230377,51.04785919,51.00505066,50.94783783,50.88370132,50.82218552,50.7696991,50.72773743,50.69445801,50.66837692,50.64694214,50.62823868,50.61215591,50.59914287,50.58851134
Sri Lanka,LKA,144,South Asia,Lower middle income,country,47.63891602,47.77351761,47.89862442,48.01304245,48.11624908,48.20817184,48.29022598,48.3651123,48.436203,48.50580597,48.57529831,48.64409637,48.71016312,48.77055359,48.82348251,48.86891556,48.90847397,48.94408035,48.97826767,49.01300049,49.04848099,49.08482742,49.1236496,49.16671753,49.21499252,49.26934814,49.32894516,49.39100647,49.45189667,49.50934219,49.56226349,49.61190414,49.66119766,49.71419525,49.7735672,49.84121323,49.91588211,49.99320221,50.06679535,50.13236618,50.18684387,50.23271942,50.27775574,50.33263397,50.40423584,50.49505997,50.60100174,50.71424103,50.8236351,50.92096329,51.00418472,51.07531726,51.13522029
St. Kitts and Nevis,KNA,659,Latin America & Caribbean,High income: nonOECD,country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,662,Latin America & Caribbean,Upper middle income,country,52.10366058,52.13387299,52.07769012,52.0023613,51.95165253,51.93354797,51.93215942,51.93663025,51.93144226,51.90664673,51.86309814,51.80634689,51.73690796,51.65662384,51.5669136,51.46792984,51.36227417,51.2592659,51.16775131,51.09506226,51.04395676,51.01114273,50.99154282,50.97615433,50.96032333,50.94153214,50.92191315,50.90539932,50.8958931,50.89665604,50.90789795,50.92719269,50.95130539,50.97410202,50.99292755,51.00562668,51.01328659,51.01786041,51.02306747,51.03059006,51.04254532,51.05700302,51.0682106,51.06998825,51.05769348,51.02947617,50.9888382,50.94480515,50.90753555,50.88473892,50.87828064,50.88516614,50.90112085
St. Martin (French part),MAF,663,Latin America & Caribbean,High income: nonOECD,country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,670,Latin America & Caribbean,Upper middle income,country,53.14691162,53.17765427,53.20018387,53.20184326,53.17312622,53.11075211,53.01814651,52.90864944,52.79943848,52.7012825,52.61920547,52.54853058,52.47872162,52.3971138,52.29359818,52.16527557,52.01794052,51.86142731,51.70952606,51.57104874,51.45001984,51.34341812,51.24144363,51.13261795,51.00835419,50.86647034,50.71110153,50.55428696,50.40856934,50.2850914,50.18597412,50.10879517,50.04579163,49.98844147,49.92971039,49.8686142,49.80787277,49.74750519,49.69271088,49.6445694,49.60319901,49.56819153,49.53992844,49.51732635,49.50206375,49.4931488,49.4905777,49.49247742,49.49702072,49.50327301,49.51031876,49.51770547,49.52684849
Sudan,SDN,729,Sub-Saharan Africa,Lower middle income,country,49.83185577,49.83491898,49.83723068,49.8386879,49.83923721,49.83895874,49.83798599,49.83643723,49.83442688,49.83205795,49.82940292,49.82652283,49.82352066,49.82050323,49.81755829,49.81472397,49.81202316,49.80945969,49.80702209,49.80470657,49.8025322,49.80051422,49.79862595,49.79681778,49.79507828,49.7934494,49.79197311,49.79064941,49.78949356,49.7885437,49.78776932,49.7872467,49.78721237,49.78793716,49.78955841,49.79204178,49.79524612,49.79903793,49.80321884,49.80757141,49.81212997,49.81677246,49.82104492,49.82441711,49.82660294,49.82751465,49.82742691,49.82687759,49.82654953,49.82691193,49.82807541,49.8299075,49.83230301
Suriname,SUR,740,Latin America & Caribbean,Upper middle income,country,50.06149292,50.11040115,50.14402008,50.16510773,50.17618942,50.17659378,50.16573715,50.14588928,50.12018204,50.08984375,50.05524445,50.01502991,49.96876526,49.91518784,49.85455704,49.78831482,49.71826553,49.64447784,49.56735611,49.48716736,49.40336227,49.31842041,49.24010086,49.17775345,49.13811493,49.12389374,49.13171005,49.15485382,49.18438721,49.21355057,49.24167633,49.27035904,49.29794693,49.32343674,49.3466835,49.36523056,49.37970352,49.39659119,49.42385483,49.46643066,49.5265274,49.5999794,49.67701721,49.74523544,49.79650497,49.82838058,49.84434891,49.84962463,49.85206985,49.85713196,49.86588287,49.8768102,49.88911059
Swaziland,SWZ,748,Sub-Saharan Africa,Lower middle income,country,51.69108582,51.82394028,51.97397614,52.11788559,52.23983002,52.33705902,52.41373825,52.47071838,52.50986099,52.53384781,52.54307175,52.53918457,52.5268364,52.51198196,52.49874115,52.48694992,52.47748184,52.47550964,52.48720932,52.51527786,52.55715942,52.60826492,52.66607666,52.72685242,52.78557205,52.8459816,52.90279007,52.93417358,52.91627121,52.83762741,52.6928215,52.49513626,52.27428818,52.07000732,51.90963745,51.80181885,51.73516846,51.69243622,51.64933395,51.58938217,51.50856781,51.41311646,51.31005859,51.21095276,51.12452698,51.05329514,50.99398422,50.94264984,50.89317703,50.84130478,50.78632355,50.72953773,50.67074078
Sweden,SWE,752,Europe & Central Asia,High income: OECD,country,50.10469437,50.09246063,50.07883072,50.06558228,50.05426025,50.04456711,50.03689575,50.03419495,50.04014969,50.05701828,50.08600616,50.12564087,50.17217255,50.22024918,50.26586533,50.30728912,50.34519196,50.38074875,50.4161644,50.45279694,50.49128342,50.53024673,50.56663513,50.59621429,50.61613083,50.62498474,50.6242218,50.61721039,50.60874176,50.60227585,50.59863281,50.59682846,50.59622192,50.59558487,50.59391403,50.59124756,50.58760834,50.5819397,50.57289886,50.55949402,50.541996,50.52064896,50.49466705,50.46309662,50.42576599,50.382164,50.33387756,50.28527069,50.24188995,50.20742798,50.18332672,50.16832061,50.1599972
Switzerland,CHE,756,Europe & Central Asia,High income: OECD,country,51.51576614,51.46430969,51.4102478,51.3571701,51.30755615,51.26112366,51.21802902,51.1815033,51.1555481,51.14271927,51.14376831,51.15694809,51.17920303,51.20626068,51.23475266,51.26447678,51.29519272,51.32339478,51.3446579,51.35579681,51.35503769,51.34344101,51.32410812,51.30163574,51.27946091,51.258255,51.23759079,51.21848679,51.20190048,51.18850708,51.17871857,51.1723938,51.16870117,51.16648865,51.16472244,51.16281509,51.16044998,51.15717316,51.152565,51.14606857,51.13850784,51.12923431,51.11463165,51.09009933,51.05310059,51.00212097,50.94013977,50.87437057,50.81419373,50.76588821,50.73146439,50.70863665,50.69392992
Syria,SYR,760,Middle East & North Africa,Lower middle income,country,48.66088104,48.7040329,48.74520111,48.78414154,48.82072067,48.85536194,48.88826752,48.91884613,48.94635773,48.97057343,48.99085617,49.00799942,49.02466202,49.04402924,49.06771469,49.09642792,49.12828064,49.15936661,49.18486023,49.20191193,49.21004868,49.2111969,49.2079277,49.20349503,49.1999855,49.19787216,49.19651031,49.19539642,49.19377518,49.19121933,49.18607712,49.17858505,49.17193604,49.17012787,49.17472458,49.18980408,49.2118454,49.22703934,49.21841049,49.17697525,49.09762955,48.98963547,48.87607574,48.78820419,48.74644089,48.75656509,48.80595016,48.87511826,48.94127655,48.9914856,49.02391052,49.04477827,49.06004235
Tajikistan,TJK,762,Europe & Central Asia,Low income,country,51.15307236,51.08738708,51.02939224,50.97818375,50.93266296,50.89287567,50.85848618,50.82773209,50.79856491,50.76976776,50.74039078,50.71080399,50.6825943,50.65774536,50.63708496,50.62172318,50.61008453,50.59736252,50.57767868,50.54795837,50.50571823,50.45418167,50.4023056,50.36131287,50.33734894,50.33352661,50.34406281,50.35604095,50.3536644,50.32777023,50.27516174,50.20201111,50.11989975,50.04453278,49.98641205,49.94871521,49.92686081,49.91421127,49.90119934,49.88149261,49.85449982,49.82355118,49.79117584,49.76092911,49.73549271,49.71448898,49.69779968,49.68825912,49.68912506,49.70204544,49.72751999,49.76335343,49.80514957
Tanzania,TZA,834,Sub-Saharan Africa,Low income,country,50.99520111,50.97600937,50.95709229,50.93823242,50.91930008,50.90026855,50.88116837,50.8620224,50.84288025,50.82378769,50.80477524,50.78585434,50.76702881,50.74830246,50.72964096,50.71110916,50.69270706,50.67431641,50.65581512,50.63716507,50.61830139,50.59938812,50.58086777,50.5632782,50.54689789,50.53156281,50.51697159,50.50305939,50.48978043,50.47697449,50.46472931,50.45267868,50.43973923,50.42459869,50.40641785,50.38510132,50.36104584,50.3346405,50.30649948,50.27723312,50.24711609,50.21648026,50.18608856,50.15680313,50.12928009,50.10369873,50.08015823,50.059021,50.04061127,50.02503586,50.01236725,50.00229056,49.99407347
Thailand,THA,764,East Asia & Pacific,Upper middle income,country,49.90470123,49.90173721,49.89876175,49.89504242,49.89022064,49.8844223,49.87818146,49.87201691,49.86656952,49.86230469,49.85985184,49.85931015,49.86010361,49.86143875,49.86310196,49.86488342,49.86785889,49.87455368,49.88807297,49.91038513,49.94020081,49.97629166,50.02019119,50.07368851,50.13673782,50.21307755,50.29928589,50.38076782,50.43939209,50.46494293,50.4498024,50.40251541,50.34836197,50.32183456,50.34553909,50.42859268,50.5579834,50.70742416,50.84104538,50.93468857,50.98190689,50.99248886,50.97887421,50.9593811,50.94703674,50.94403839,50.94648743,50.95385742,50.96423721,50.97615814,50.99026108,51.00747996,51.02683606
Timor-Leste,TLS,626,East Asia & Pacific,Lower middle income,country,49.23068619,49.22040558,49.20755386,49.19232941,49.17507935,49.1549263,49.13263702,49.11221313,49.09867859,49.09495926,49.10277939,49.11927795,49.13853836,49.15276337,49.15766907,49.14968872,49.12982178,49.10441971,49.08520889,49.08150101,49.10095978,49.13723755,49.1700325,49.1758194,49.14271927,49.0657959,48.95688248,48.84039307,48.74890137,48.70297241,48.70772934,48.75056458,48.81275558,48.8722229,48.91565704,48.94145584,48.95539474,48.96157455,48.96667099,48.97567368,48.98783875,49.00068665,49.01534271,49.03333664,49.05531311,49.08257675,49.11403275,49.14533997,49.17068481,49.18606567,49.19013596,49.184907,49.17356576
Togo,TGO,768,Sub-Saharan Africa,Low income,country,50.71979904,50.71356201,50.70693588,50.69960785,50.69154739,50.68304825,50.67458344,50.66659546,50.65936661,50.65300751,50.64737701,50.64231491,50.63757324,50.63291931,50.62822342,50.62388992,50.62003326,50.61593628,50.61079788,50.60440826,50.59812164,50.59315491,50.58926773,50.58607483,50.58406067,50.57999802,50.57584381,50.58219528,50.61183929,50.67105865,50.76258087,50.87781143,50.99825668,51.10048294,51.16927338,51.20114517,51.20290756,51.18276215,51.15221024,51.11936951,51.08553696,51.04914856,51.01141739,50.97317505,50.93510818,50.89801025,50.86249542,50.82875443,50.79679108,50.7665863,50.73840714,50.71230638,50.68775303
Tonga,TON,776,East Asia & Pacific,Upper middle income,country,49.19203186,49.14345932,49.09130478,49.03911972,48.98941803,48.94187927,48.89813614,48.85814285,48.82418823,48.79814911,48.77923203,48.76721191,48.76472855,48.77352905,48.79622269,48.8303566,48.87481308,48.92897415,48.99458313,49.06942368,49.15731049,49.25386047,49.34843445,49.42134476,49.46196365,49.46308517,49.43063354,49.378479,49.32808304,49.294384,49.28399658,49.29329681,49.3093338,49.31565475,49.30051804,49.25689697,49.19232941,49.13239288,49.10883713,49.14150238,49.24063873,49.39293289,49.57117462,49.73334885,49.85340881,49.92274857,49.95063019,49.94803238,49.93288803,49.91834641,49.90626907,49.8927969,49.87894382
Trinidad and Tobago,TTO,780,Latin America & Caribbean,High income: nonOECD,country,49.86468124,49.92233276,49.98773193,50.05447006,50.11809158,50.17762756,50.23360443,50.28396225,50.32670593,50.36014938,50.38343048,50.39680481,50.40138626,50.39897537,50.39125443,50.37814713,50.36032486,50.34061813,50.32281113,50.30921936,50.30138779,50.29840851,50.29697037,50.29276657,50.28297806,50.26667023,50.24568176,50.22325516,50.2040596,50.19125748,50.18611145,50.187397,50.19342422,50.2013092,50.20920181,50.21619415,50.22325134,50.23230743,50.24617004,50.26656723,50.29430008,50.32788849,50.36397934,50.39798355,50.42673874,50.44948959,50.46746826,50.48209381,50.49549484,50.50963974,50.52449799,50.54032371,50.55903474
Tunisia,TUN,788,Middle East & North Africa,Upper middle income,country,49.17419434,49.20714188,49.23773956,49.26662445,49.29437637,49.320961,49.34652328,49.37181091,49.39773941,49.42471313,49.45340729,49.48326492,49.51208115,49.53699493,49.55635834,49.56893539,49.57606125,49.58140945,49.58969116,49.6035881,49.62438965,49.64981079,49.67475891,49.69284058,49.70025635,49.69669724,49.68500137,49.66859818,49.65192032,49.63821793,49.6279068,49.62089157,49.61902237,49.62430191,49.63797379,49.66036224,49.69092178,49.72879791,49.772686,49.82131958,49.87451553,49.9316597,49.99050903,50.04829025,50.10296249,50.1535759,50.20027542,50.2435379,50.28432465,50.32336807,50.36064529,50.39589735,50.42934057
Turkey,TUR,792,Europe & Central Asia,Upper middle income,country,50.20350647,50.23252869,50.25973129,50.2858696,50.31124115,50.33681107,50.36198425,50.38386536,50.39881516,50.40493393,50.40168381,50.39147568,50.37885284,50.36951447,50.36722946,50.37237167,50.38365173,50.4007988,50.4230957,50.44963455,50.48078537,50.51567459,50.55086899,50.58226776,50.60737228,50.62520981,50.63714218,50.64589691,50.65517044,50.6673584,50.68305969,50.7011528,50.7202034,50.73817062,50.75368118,50.76652527,50.77730179,50.78644943,50.7946434,50.80238724,50.80969238,50.81649399,50.82311249,50.82992554,50.83716202,50.84495544,50.85317612,50.86147308,50.86936951,50.87651062,50.88278961,50.88829664,50.89314682
Turkmenistan,TKM,795,Europe & Central Asia,Upper middle income,country,50.92047119,50.89889526,50.87744141,50.85710907,50.83852005,50.82216644,50.80805969,50.79571152,50.78455353,50.7743454,50.76438904,50.75528336,50.74940109,50.74963379,50.75738144,50.77268219,50.79347229,50.81645203,50.83757401,50.85389709,50.86548996,50.87270737,50.87368774,50.86644745,50.85020828,50.82465363,50.79168701,50.75545502,50.72120285,50.69247437,50.67016602,50.65339279,50.64146042,50.63310623,50.627388,50.62431717,50.6240921,50.62611389,50.62973404,50.6344986,50.64014816,50.64677048,50.65473938,50.66456985,50.67657089,50.69078064,50.70688248,50.72435379,50.74252319,50.76094055,50.77943039,50.79810653,50.81712618
Turks and Caicos Islands,TCA,796,Latin America & Caribbean,High income: nonOECD,country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,TUV,798,East Asia & Pacific,Upper middle income,country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,ARE,784,Middle East & North Africa,High income: nonOECD,country,48.2302742,46.09925079,44.03573227,42.37153244,41.14363098,40.31614685,39.67913437,38.92798233,37.8067894,36.35181808,34.85604858,33.53874588,32.43735504,31.55208778,30.87610817,30.31052971,29.87091255,29.68226242,29.84811783,30.37666512,31.25969505,32.3858223,33.55378723,34.50927734,35.09454346,35.29228973,35.20660782,34.951931,34.66125107,34.41260529,34.21249008,34.0327301,33.86240387,33.6846962,33.49091339,33.25787735,32.99613953,32.7556076,32.5890007,32.51118851,32.56945038,32.71709442,32.77396011,32.5344429,31.97769165,31.21512985,30.46174431,29.87646866,29.52681732,29.39850807,29.45622063,29.6486582,29.92604746
Uganda,UGA,800,Sub-Saharan Africa,Low income,country,50.29805374,50.30324554,50.3071022,50.3093338,50.30982971,50.30870819,50.30626297,50.30282211,50.29877472,50.29436874,50.28969955,50.2848053,50.27982712,50.27493286,50.27025223,50.26586914,50.26181793,50.25804138,50.25447464,50.25106049,50.247612,50.24414444,50.24105072,50.23879623,50.23755264,50.23716736,50.23712158,50.23681259,50.23552322,50.23271179,50.2284317,50.22257996,50.21435547,50.20288849,50.18774033,50.16898727,50.14722443,50.12328339,50.09822845,50.07292175,50.04782486,50.02316666,49.99929428,49.97648239,49.95498657,49.93475342,49.9160347,49.89959335,49.88628769,49.87652969,49.87038803,49.86726136,49.86606039
Ukraine,UKR,804,Europe & Central Asia,Lower middle income,country,55.26961136,55.16475296,55.07715988,55.00579453,54.94905853,54.90738297,54.87888336,54.85689545,54.83298111,54.8012619,54.75924683,54.70847321,54.65210342,54.59503174,54.54067612,54.48924637,54.43925476,54.39030838,54.34168625,54.29273987,54.24448776,54.1969223,54.14723206,54.09169388,54.02822495,53.95570374,53.87648392,53.79614639,53.72217178,53.65992355,53.61100388,53.57419586,53.54850769,53.53189468,53.52271652,53.52099609,53.52705383,53.5397644,53.55762863,53.57933044,53.60417938,53.63174057,53.66122437,53.69182968,53.72279358,53.7535553,53.78356171,53.8121376,53.83870697,53.86292648,53.88446808,53.90344429,53.92057107
United Kingdom,GBR,826,Europe & Central Asia,High income: OECD,country,51.65310669,51.60662079,51.56245804,51.5253067,51.49809265,51.48273468,51.47757721,51.47757721,51.47568512,51.46708679,51.45003128,51.42656326,51.40024567,51.37636566,51.35871887,51.34808731,51.34317017,51.34312439,51.34644318,51.35186005,51.35937119,51.36898804,51.37942505,51.38909149,51.39681625,51.40175247,51.40398026,51.40437698,51.40432739,51.40469742,51.40558624,51.40617371,51.4053154,51.40146255,51.39342499,51.38114166,51.36470413,51.34328842,51.31597137,51.28231812,51.24211121,51.19616318,51.1464119,51.09545517,51.04531097,50.99664688,50.94952393,50.90452576,50.86210632,50.82253265,50.78622055,50.75316986,50.72267104
United States,USA,840,North America,High income: OECD,country,50.51637268,50.54749298,50.58194351,50.62186813,50.66810989,50.7240181,50.78788376,50.84986115,50.89691162,50.92129898,50.9166069,50.88911057,50.85863876,50.85187531,50.88576889,50.96763992,51.08683777,51.22052383,51.33745956,51.4163208,51.4507103,51.44894791,51.42263031,51.38903427,51.36038208,51.33921432,51.32151794,51.30496597,51.28544617,51.26024628,51.22974396,51.19593048,51.15974426,51.12244797,51.08518219,51.04816055,51.01181412,50.97769928,50.94756699,50.92248154,50.90274429,50.88779449,50.87666321,50.8679924,50.86068344,50.85467529,50.84985733,50.84508896,50.83900833,50.83073044,50.81974792,50.80642474,50.7918395
Uruguay,URY,858,Latin America & Caribbean,High income: nonOECD,country,50.00349808,50.0402832,50.07437515,50.10689926,50.13875198,50.17100143,50.20388794,50.23641968,50.26718903,50.29582214,50.32095337,50.34439087,50.37253189,50.41385651,50.47360992,50.55438614,50.65224457,50.7580452,50.85952377,50.94821548,51.02094269,51.0802803,51.13091278,51.18006134,51.23250198,51.28969955,51.3490715,51.40659714,51.45656586,51.49515533,51.52151871,51.5377121,51.5465889,51.55210495,51.55739975,51.56262207,51.56758118,51.57428741,51.585186,51.60162735,51.62491226,51.65403366,51.68524933,51.71317673,51.7338295,51.74581528,51.7501564,51.74818802,51.74214172,51.73375702,51.72319412,51.7101082,51.69506748
